Date,Open,High,Low,Close,Volume
2015-01-01 00:00:00+05:30,754.8987854211941,758.0955739861962,747.2264705661619,750.9713134765625,587479
2015-01-02 00:00:00+05:30,752.6154536214069,758.552347369634,752.6154536214069,754.6705322265625,710310
2015-01-05 00:00:00+05:30,754.53336363245,758.7348903327559,753.0263397189419,755.1270751953125,792287
2015-01-06 00:00:00+05:30,751.7020268231606,753.163393640678,734.0740317543431,738.5038452148438,1709888
2015-01-07 00:00:00+05:30,739.0060779832909,744.577656619966,730.694450903291,739.6454467773438,1730518
2015-01-08 00:00:00+05:30,744.3950568380583,749.875265845455,743.8470582363462,747.8658447265625,943536
2015-01-09 00:00:00+05:30,748.9617758366662,763.5756641456743,748.9617758366662,758.14111328125,1766875
2015-01-12 00:00:00+05:30,760.333385276468,764.7175415794245,758.1869365126527,762.9364624023438,1188646
2015-01-13 00:00:00+05:30,764.5346947337028,770.3346151452141,754.5790167024862,760.9268798828125,838422
2015-01-14 00:00:00+05:30,759.0088175772914,765.1740516550853,746.2216654159412,749.5554809570312,996066
2015-01-15 00:00:00+05:30,754.4421446004766,761.6577757885412,748.4139366884118,754.350830078125,2224116
2015-01-16 00:00:00+05:30,757.0908194257078,780.3817053307993,754.6247144744796,776.134521484375,2005202
2015-01-19 00:00:00+05:30,780.9296888437635,791.1137649797568,779.194267236197,788.2366333007812,1382755
2015-01-20 00:00:00+05:30,790.0635023124859,798.7405003147617,780.4731360994441,796.7310791015625,2053198
2015-01-21 00:00:00+05:30,799.1972149588662,811.0710021525407,797.3704784675316,809.1986083984375,2358508
2015-01-22 00:00:00+05:30,808.6048169466798,847.0119367374631,808.6048169466798,840.3443603515625,4797782
2015-01-23 00:00:00+05:30,841.668681832248,857.378623885195,838.4718935670144,846.509521484375,2835629
2015-01-27 00:00:00+05:30,858.4746130830089,858.5202703339005,822.944575270104,834.818359375,2261868
2015-01-28 00:00:00+05:30,835.7318281282204,852.2637687681239,814.7243614102432,830.9366455078125,1939863
2015-01-29 00:00:00+05:30,822.0313492970107,852.1724987712345,813.8110358040406,840.1160278320312,2668139
2015-01-30 00:00:00+05:30,843.4955194110086,847.4229914596184,831.6217329980761,838.24365234375,1873464
2015-02-02 00:00:00+05:30,844.8656250989497,861.8085948635816,842.1255203688991,848.6104125976562,1750030
2015-02-03 00:00:00+05:30,854.9127023157371,865.5534649801285,839.4310989608248,859.7078857421875,2275229
2015-02-04 00:00:00+05:30,865.4161926754376,882.2678436717695,864.046140655371,875.874267578125,2769365
2015-02-05 00:00:00+05:30,876.8333900823642,882.2222842579383,868.613077050342,876.42236328125,1850360
2015-02-06 00:00:00+05:30,875.6916395959042,879.4821393961789,840.5269688011795,846.55517578125,3120503
2015-02-09 00:00:00+05:30,846.5095764169879,866.0556768061346,836.5081841886515,859.8904418945312,1350099
2015-02-10 00:00:00+05:30,860.3928220186147,860.3928220186147,832.078408555157,839.8876953125,1515424
2015-02-11 00:00:00+05:30,844.6827593673916,855.8258606988959,840.4812886469766,845.6417846679688,1046438
2015-02-12 00:00:00+05:30,849.1126524035,851.4417298429902,839.3852601151103,843.5867309570312,778562
2015-02-13 00:00:00+05:30,847.6054803737139,869.5263117626893,847.6054803737139,859.0682373046875,2046667
2015-02-16 00:00:00+05:30,838.4719866147683,850.2544583989056,828.6989359698536,835.5035400390625,2869370
2015-02-18 00:00:00+05:30,840.2073520973569,847.1489274790213,832.7633796539059,838.2892456054688,1309654
2015-02-19 00:00:00+05:30,842.7648159165811,846.5096030892616,830.7540022631731,837.2846069335938,1190354
2015-02-20 00:00:00+05:30,835.5491963726213,841.7600888207796,831.1650402767194,834.0878295898438,1146633
2015-02-23 00:00:00+05:30,834.8185042279599,843.9521858934737,825.9131646040839,829.9320068359375,2440626
2015-02-24 00:00:00+05:30,828.4249793169627,834.7272423627248,826.5982428686342,831.5761108398438,1469026
2015-02-25 00:00:00+05:30,834.3618286372637,835.4122243385167,809.6095733708071,813.5827026367188,1407691
2015-02-26 00:00:00+05:30,812.9890320255026,816.7795324454694,785.679355638855,790.702880859375,2614022
2015-02-27 00:00:00+05:30,794.7674874331599,807.3263021726809,793.3060646331041,802.7594604492188,2160310
2015-03-02 00:00:00+05:30,833.083061641398,851.2591100016183,830.6170122512498,845.0482177734375,2019863
2015-03-03 00:00:00+05:30,856.2369067223425,868.9784024238215,852.2637221769551,861.3517456054688,2114707
2015-03-04 00:00:00+05:30,864.8682823736935,946.2036453632446,856.5565991557179,919.122314453125,7567230
2015-03-05 00:00:00+05:30,929.8086606169148,955.3372526242127,918.3915601672966,948.7610473632812,3792463
2015-03-09 00:00:00+05:30,935.6086815429152,958.9452833559482,920.6751339607348,950.8162841796875,3154190
2015-03-10 00:00:00+05:30,955.3830779921641,964.0600753544256,929.5804279412285,935.8826904296875,2094814
2015-03-11 00:00:00+05:30,940.2211369036929,945.7013454597723,919.8073265837592,922.36474609375,1845619
2015-03-12 00:00:00+05:30,924.9223817444016,949.7203520599638,922.5019335800383,946.3865356445312,1990646
